date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:54	139153/139153	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20Jul%202024%2007:36:45%20GMT	https://officeprodeals.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.3.10	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min42d8.js	(from https://officeprodeals.com/)
19:46:54	26133/26133	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2023%20Apr%202024%2010:06:39%20GMT	https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/js/wptestimonial.js?ver=2.3.10	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/js/wptestimonial42d8.js	(from https://officeprodeals.com/)
19:46:56	87533/87533	---M--	200	added ('OK')	text/javascript	date:Tue,%2012%20Sep%202023%2002:38:22%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://officeprodeals.com/)
19:46:56	2023/2023	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Apr%202024%2010:06:39%20GMT	https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/skype.svg	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/skype.svg	(from https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/css/wptestimonial.css?ver=2.3.10)
19:46:57	1427/1427	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Apr%202024%2010:06:39%20GMT	https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/telegram.svg	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/telegram.svg	(from https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/css/wptestimonial.css?ver=2.3.10)
19:46:57	412/412	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Apr%202024%2010:06:39%20GMT	https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/twitter-x.svg	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/images/twitter-x.svg	(from https://officeprodeals.com/wp-content/plugins/testimonial-slider-and-showcase/assets/css/wptestimonial.css?ver=2.3.10)
19:46:57	2760/2760	---M--	200	added ('OK')	font/woff2	date:Tue,%2023%20Apr%202024%2009:05:30%20GMT	https://officeprodeals.com/wp-content/themes/blocksy/static/fonts/woo.woff2	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/themes/blocksy/static/fonts/woo.woff2	(from https://officeprodeals.com/wp-content/themes/blocksy/static/bundle/woocommerce.min.css?ver=2.0.41)
19:46:59	12940/12940	---M--	200	added ('OK')	image/webp	date:Tue,%2023%20Apr%202024%2009:07:25%20GMT	https://officeprodeals.com/wp-content/uploads/2022/05/category-laptops.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2022/05/category-laptops.webp	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:46:59	158069/158069	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jun%202024%2004:18:04%20GMT	https://officeprodeals.com/wp-content/uploads/2024/06/Ms-office.png	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2024/06/Ms-office.png	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:47:00	22526/22526	---M--	200	added ('OK')	image/webp	date:Tue,%2023%20Apr%202024%2009:07:19%20GMT	https://officeprodeals.com/wp-content/uploads/2022/05/category-phones.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2022/05/category-phones.webp	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:47:00	51912/51912	---M--	200	added ('OK')	image/webp	date:Tue,%2023%20Apr%202024%2009:07:28%20GMT	https://officeprodeals.com/wp-content/uploads/2022/05/category-drones-2.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2022/05/category-drones-2.webp	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:47:01	17070/17070	---M--	200	added ('OK')	image/webp	date:Tue,%2023%20Apr%202024%2009:07:23%20GMT	https://officeprodeals.com/wp-content/uploads/2022/05/category-gaming.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2022/05/category-gaming.webp	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:47:01	664/664	---M--	200	added ('OK')	font/woff2	date:Tue,%2023%20Apr%202024%2009:05:30%20GMT	https://officeprodeals.com/wp-content/themes/blocksy/static/fonts/stars.woff2	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/themes/blocksy/static/fonts/stars.woff2	(from https://officeprodeals.com/wp-content/themes/blocksy/static/bundle/main.min.css?ver=2.0.41)
19:47:01	260243/260243	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2009:55:22%20GMT	https://officeprodeals.com/wp-content/uploads/2024/04/ba04-article-ms_online.jpg	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2024/04/ba04-article-ms_online.jpg	(from https://officeprodeals.com/wp-content/uploads/elementor/css/post-700.css?ver=1722411438)
19:47:02	112419/112419	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2021:39:10%20GMT	https://officeprodeals.com/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://officeprodeals.com/products/)
19:47:02	3683/3683	---M-Z	200	added ('OK')	application/rss+xml	etag:%228e3bae05eb4dfc041b7aea3740ea2be0%22	https://officeprodeals.com/products/feed/	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/products/feed/index.html	(from https://officeprodeals.com/products/)
19:47:02	1371/1371	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Apr%202024%2009:05:30%20GMT	https://officeprodeals.com/wp-content/themes/blocksy/static/bundle/page-title.min.css?ver=2.0.41	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/themes/blocksy/static/bundle/page-title.minfa0d.css	(from https://officeprodeals.com/products/)
19:47:03	13881/13881	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20Jul%202024%2008:58:16%20GMT	https://officeprodeals.com/wp-content/uploads/elementor/css/post-698.css?ver=1722416296	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/elementor/css/post-698fc2d.css	(from https://officeprodeals.com/about-us/)
19:47:03	69917/69917	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2018:47:03%20GMT	https://officeprodeals.com/products/?add-to-cart=1115	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/products/index233f.html	(from https://officeprodeals.com/products/)
19:47:03	69931/69931	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2018:47:03%20GMT	https://officeprodeals.com/products/?add-to-cart=1109	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/products/index760b.html	(from https://officeprodeals.com/products/)
19:47:04	21818/21818	---MC-	200	added ('OK')	application/json	etag:%221198-1723488424;;;%22	https://officeprodeals.com/wp-json/wp/v2/pages/698	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/wp/v2/pages/698.json	(from https://officeprodeals.com/about-us/)
19:47:04	2093/2093	---M--	200	added ('OK')	application/json	etag:%221199-1723488424;;;%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fabout-us%2F	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed5bbc.json	(from https://officeprodeals.com/about-us/)
19:47:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Aug%202024%2018:47:05%20GMT	https://officeprodeals.com/?p=698	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/indexfcd3.html	(from https://officeprodeals.com/about-us/)
19:47:05	2253/2253	---M-Z	200	added ('OK')	text/xml	etag:%221200-1723488425;gz%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed88af	(from https://officeprodeals.com/about-us/)
19:47:06	1801/1801	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20Jul%202024%2007:36:45%20GMT	https://officeprodeals.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://officeprodeals.com/about-us/)
19:47:07	14552/14552	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/css/select2.css?ver=9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/css/select24615.css	(from https://officeprodeals.com/my-account/)
19:47:07	129532/129532	---M--	200	added ('OK')	image/webp	date:Tue,%2023%20Apr%202024%2009:08:11%20GMT	https://officeprodeals.com/wp-content/uploads/2022/05/about-us-team-scaled-1.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2022/05/about-us-team-scaled-1.webp	(from https://officeprodeals.com/about-us/)
19:47:07	1026/1026	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Apr%202024%2009:05:30%20GMT	https://officeprodeals.com/wp-content/themes/blocksy/static/bundle/share-box.min.css?ver=2.0.41	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/themes/blocksy/static/bundle/share-box.minfa0d.css	(from https://officeprodeals.com/my-account/)
19:47:07	77646/77646	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.min.js?ver=1.0.9-wc.9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/js/selectWoo/selectWoo.full.mine3ee.js	(from https://officeprodeals.com/my-account/)
19:47:08	179/179	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/account-i18n.min.js?ver=9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/account-i18n.min4615.js	(from https://officeprodeals.com/my-account/)
19:47:08	1474/1474	---M--	200	added ('OK')	application/json	etag:%221201-1723488428;;;%22	https://officeprodeals.com/wp-json/wp/v2/pages/964	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/wp/v2/pages/964.json	(from https://officeprodeals.com/my-account/)
19:47:09	2103/2103	---M--	200	added ('OK')	application/json	etag:%221202-1723488429;;;%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fmy-account%2F	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed2e6a.json	(from https://officeprodeals.com/my-account/)
19:47:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Aug%202024%2018:47:09%20GMT	https://officeprodeals.com/?p=964	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/index325c.html	(from https://officeprodeals.com/my-account/)
19:47:10	2263/2263	---M-Z	200	added ('OK')	text/xml	etag:%221203-1723488429;gz%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fmy-account%2F&format=xml	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embedcd77	(from https://officeprodeals.com/my-account/)
19:47:10	1454/1454	---M--	200	added ('OK')	image/webp	date:Fri,%2007%20Jun%202024%2009:28:08%20GMT	https://officeprodeals.com/wp-content/uploads/2024/06/officeprodeals.webp	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/2024/06/officeprodeals.webp	(from https://officeprodeals.com/my-account/)
19:47:10	14899/14899	---M-Z	200	added ('OK')	text/css	date:Wed,%2031%20Jul%202024%2020:36:10%20GMT	https://officeprodeals.com/wp-content/uploads/elementor/css/post-695.css?ver=1722458170	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/uploads/elementor/css/post-695c916.css	(from https://officeprodeals.com/contact-us/)
19:47:11	66957/66957	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2018:47:11%20GMT	https://officeprodeals.com/my-account/lost-password/	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/my-account/lost-password/index.html	(from https://officeprodeals.com/my-account/)
19:47:11	34357/34357	---MC-	200	added ('OK')	application/json	etag:%221204-1723488431;;;%22	https://officeprodeals.com/wp-json/wp/v2/pages/695	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/wp/v2/pages/695.json	(from https://officeprodeals.com/contact-us/)
19:47:12	2103/2103	---M--	200	added ('OK')	application/json	etag:%221205-1723488432;;;%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fcontact-us%2F	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed535e.json	(from https://officeprodeals.com/contact-us/)
19:47:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Aug%202024%2018:47:12%20GMT	https://officeprodeals.com/?p=695	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/index8fde.html	(from https://officeprodeals.com/contact-us/)
19:47:13	2263/2263	---M-Z	200	added ('OK')	text/xml	etag:%221206-1723488433;gz%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed2860	(from https://officeprodeals.com/contact-us/)
19:47:14	64152/64152	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2018:47:13%20GMT	https://officeprodeals.com/contact-us/+1-888-821-5758	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/contact-us/+1-888-821-5758	(from https://officeprodeals.com/contact-us/)
19:47:14	509/509	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	(from https://officeprodeals.com/contact-us/)
19:47:15	51095/51095	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/css/frontend/modern/wpforms-base.min.css?ver=1.8.8.3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/css/frontend/modern/wpforms-base.min8cb8.css	(from https://officeprodeals.com/contact-us/)
19:47:16	99580/99580	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2018:47:15%20GMT	https://officeprodeals.com/contact-us/?add-to-cart=1109	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/contact-us/index760b.html	(from https://officeprodeals.com/contact-us/)
19:47:16	99566/99566	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2018:47:16%20GMT	https://officeprodeals.com/contact-us/?add-to-cart=1115	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/contact-us/index233f.html	(from https://officeprodeals.com/contact-us/)
19:47:16	25067/25067	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.20.0	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min5441.js	(from https://officeprodeals.com/contact-us/)
19:47:17	4014/4014	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from https://officeprodeals.com/contact-us/)
19:47:17	1713/1713	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from https://officeprodeals.com/contact-us/)
19:47:18	1001/1001	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js?ver=1.8.8.3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/share/utils.min8cb8.js	(from https://officeprodeals.com/contact-us/)
19:47:18	43817/43817	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js?ver=1.8.8.3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min8cb8.js	(from https://officeprodeals.com/contact-us/)
19:47:19	5978/5978	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2011%20May%202024%2006:42:08%20GMT	https://officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min.js?ver=1.8.8.3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms-modern.min8cb8.js	(from https://officeprodeals.com/contact-us/)
19:47:19	10348/10348	---MC-	200	added ('OK')	application/json	etag:%221207-1723488439;;;%22	https://officeprodeals.com/wp-json/wp/v2/pages/3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/wp/v2/pages/3.json	(from https://officeprodeals.com/privacy-policy/)
19:47:19	729/729	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fedfec5f30d9a9db74a7ab43c8ebb379%22	https://officeprodeals.com/privacy-policy/feed/	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/privacy-policy/feed/index.html	(from https://officeprodeals.com/privacy-policy/)
19:47:20	2123/2123	---M--	200	added ('OK')	application/json	etag:%221208-1723488440;;;%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fprivacy-policy%2F	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed894f.json	(from https://officeprodeals.com/privacy-policy/)
19:47:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Aug%202024%2018:47:20%20GMT	https://officeprodeals.com/?p=3	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/index2207.html	(from https://officeprodeals.com/privacy-policy/)
19:47:21	2283/2283	---M-Z	200	added ('OK')	text/xml	etag:%221209-1723488441;gz%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fprivacy-policy%2F&format=xml	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed4d24	(from https://officeprodeals.com/privacy-policy/)
19:47:21	3408/3408	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min.js?ver=9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.min4615.js	(from https://officeprodeals.com/cart/)
19:47:22	2654/2654	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min.js?ver=9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.min4615.js	(from https://officeprodeals.com/cart/)
19:47:22	7990/7990	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Aug%202024%2005:23:27%20GMT	https://officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min.js?ver=9.1.4	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.min4615.js	(from https://officeprodeals.com/cart/)
19:47:23	1501/1501	---M--	200	added ('OK')	application/json	etag:%221210-1723488443;;;%22	https://officeprodeals.com/wp-json/wp/v2/pages/962	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/wp/v2/pages/962.json	(from https://officeprodeals.com/cart/)
19:47:23	2073/2073	---M--	200	added ('OK')	application/json	etag:%221211-1723488443;;;%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fcart%2F	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed40a0.json	(from https://officeprodeals.com/cart/)
19:47:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Aug%202024%2018:47:23%20GMT	https://officeprodeals.com/?p=962	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/indexd7e6.html	(from https://officeprodeals.com/cart/)
19:47:24	2233/2233	---M-Z	200	added ('OK')	text/xml	etag:%221212-1723488444;gz%22	https://officeprodeals.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fofficeprodeals.com%2Fcart%2F&format=xml	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-json/oembed/1.0/embed64d1	(from https://officeprodeals.com/cart/)
19:47:24	6682/6682	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2021:01:48%20GMT	https://officeprodeals.com/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/js/dist/vendor/react.mincb06.js	(from https://officeprodeals.com/cart/)
19:47:25	457/457	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20Jan%202024%2012:59:56%20GMT	https://officeprodeals.com/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/js/dist/dom-ready.min5346.js	(from https://officeprodeals.com/cart/)
19:47:25	133233/133233	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2021:01:48%20GMT	https://officeprodeals.com/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/js/dist/vendor/react-dom.mincb06.js	(from https://officeprodeals.com/cart/)
19:47:26	4307/4307	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20Jan%202024%2012:59:56%20GMT	https://officeprodeals.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/js/dist/hooks.min2757.js	(from https://officeprodeals.com/cart/)
19:47:26	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2016:53:15%20GMT	https://officeprodeals.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Microsoft%20Ecom%20Buy%20Office%20small%20website/officeprodeals.com/wp-includes/js/dist/i18n.minc33c.js	(from https://officeprodeals.com/cart/)
